"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"ACTG","516","Financial Statement Analysis","2656","Accounting","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Balachandran, Sudhakar V","11"
"AHS","101","Rehab Sci Student Success","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","Akinola, Olayemi","11"
"AHS","393","Synthesis in Health &Rehab Sci","2797","Applied Health Sciences Admin","13","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Wescott, Jennifer J","17"
"ANTH","100","Human Adventure","2841","Anthropology","13","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Roosevelt, Anna C","24"
"ARCH","251","Arch Analysis","2911","School of Architecture","21","31","19","3","4","0","0","0","2","0","0","0","0","0","0","1","Marullo, Francesco","81"
"ARCH","365","Architectural Studio 5","2911","School of Architecture","15","28","16","0","0","0","0","0","0","0","0","0","0","0","0","0","Lyster, Clare","59"
"ARCH","414","Contemporary Practices","2911","School of Architecture","6","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Gerson, Pablo","17"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","5","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Dunn, Sarah E","17"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","2","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","McNeil, Spencer G","16"
"ARCH","465","Advanced Topic Studio 1","2911","School of Architecture","6","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","Zago, Andrew","16"
"ART","312","Mix it up: Conceptual Collage","2583","Art","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Frid, Dianna","14"
"ART","401","Senior Projects: Critique","2583","Art","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reynolds, Laurie Jo","35"
"ASP","085","Boosting Academic Success","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","9","3","0","Baniasad, Bahar","12"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","94","12","6","1","4","0","0","0","0","0","0","0","0","0","0","2","Warner, Kimberly","119"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","125","7","8","Souri, Ranjit J","140"
"BA","101","Business Scholars 1st-Year Sem","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0","Sanchez, Mayra","51"
"BA","290","Business Ethics for BBA Online","2785","Business Administration Admini","19","4","5","1","3","0","0","0","0","0","0","0","0","0","0","0","Hardy, Florence","32"
"BHIS","540","Essentials Hlth Data Science","2318","Biomed & Health Info Sciences","25","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Krive, Jacob","32"
"BHIS","567","Healthcare Data Visualization","2318","Biomed & Health Info Sciences","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Syed, Asif Amir","12"
"BIOS","104","Biology for Non-majors","2453","Biological Sciences","26","35","28","3","3","0","0","0","0","0","0","0","0","0","0","12","Muller, Michael T","107"
"BIOS","222","Cell Biology","2453","Biological Sciences","77","56","18","0","1","0","0","0","0","0","0","0","0","0","0","8","Warpeha, Katherine Mary","160"
"BIOS","230","Evolution and Ecology","2453","Biological Sciences","71","55","31","13","2","0","0","0","0","0","0","0","0","0","0","1","Ale, Som Bahadur","173"
"BIOS","340","Environmental Physiology","2453","Biological Sciences","27","6","7","0","1","0","0","0","0","0","0","0","0","0","0","2","Molumby, Alan J","43"
"BIOS","350","General Microbiology","2453","Biological Sciences","199","123","33","7","1","0","0","0","0","0","0","0","0","0","0","6","Mills, Michael","369"
"BIOS","399","Independent Research","2453","Biological Sciences","0","0","0","0","0","0","0","15","0","0","0","0","0","12","2","0","Jeffery, Constance J","29"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","23","34","16","6","2","0","0","0","1","0","0","0","0","0","0","2","Bonham, Jonathan","84"
"ACTG","211","Intro Mngrl Actg Bus Scholar","2656","Accounting","45","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Bonham, Jonathan","58"
"ACTG","435","Auditing","2656","Accounting","35","66","25","1","1","0","0","0","0","0","0","0","0","0","0","1","Judd, Joshua Scott","129"
"ACTG","484","International Accounting","2656","Accounting","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Patel, Neel Vasudev","46"
"ACTG","500","Intro Financial Actg","2656","Accounting","75","21","7","0","2","0","0","0","0","0","0","0","0","0","0","1","Magena, Nicholas Karl","106"
"AH","204","Greek Art & Archaeology","2349","Classics & Mediterran Studies","12","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Ros, Karen E","19"
"AHS","100","Applied Hlth Science Seminar I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","19","3","3","Gorman, Keith","25"
"AHS","100","Applied Hlth Science Seminar I","2797","Applied Health Sciences Admin","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","1","Stankevicius, Simona","34"
"AHS","365","Measurement in Rehab","2797","Applied Health Sciences Admin","10","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Akinola, Olayemi","20"
"ANTH","229","Archaeo Frauds,Myths,Pseudosci","2841","Anthropology","8","4","7","1","0","0","0","0","0","0","0","0","0","0","0","0","Goodman, Elizabeth M","20"
"ART","170","Introduction to Filmmaking","2583","Art","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","20"
"ART","261","Film Photography/Darkroom","2583","Art","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Keihm, Colleen","15"
"ART","330","Topics/Paint: Face and Mask","2583","Art","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bernblum, Iris R","17"
"ART","410","Art Education Practicum","2583","Art","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Estrada, William","13"
"ASP","084","LARES Research Poster","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","Grad Asst","16"
"BA","200","Business Communication","2785","Business Administration Admini","77","29","10","0","2","0","0","0","0","0","0","0","0","0","0","3","Andrews, Dean","121"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","54","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Brunlieb, Michael","60"
"BA","299","CBA Study Abroad","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","Sady, Elizabeth Virginia","13"
"BA","320","Civic Engagement","2785","Business Administration Admini","82","1","0","0","1","0","0","0","1","0","0","0","0","0","0","2","Walthall, Mary","87"
"BA","420","Professional Presence","2785","Business Administration Admini","37","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Warner, Kimberly","39"
"BHIS","505","Ethics&Legal Issues/Hlth Info","2318","Biomed & Health Info Sciences","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Swirsky, Eric S","69"
"BHIS","515","Mgmt Hlth Care Comm Syst","2318","Biomed & Health Info Sciences","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Garcia, Justina Renee","10"
"BHIS","520","Hlth Info Syst Analysis & Dsgn","2318","Biomed & Health Info Sciences","46","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Foster, LeRoy","49"
"BHIS","525","Social&Org Issues in Hlth Info","2318","Biomed & Health Info Sciences","30","13","0","0","2","0","0","0","0","0","0","0","0","0","0","2","Lui, Dick Ray","47"
"BHIS","535","Organizational Dynamics and HI","2318","Biomed & Health Info Sciences","21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Isola, Miriam L.","22"
"BIOS","296","Directed Instruction","2453","Biological Sciences","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","12"
"BIOS","323","Molecular Biology Laboratory","2453","Biological Sciences","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Mc Cutcheon, Suzanne M","14"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","43","36","42","6","0","0","0","0","0","0","0","0","0","0","0","7","Raval, Vivek","134"
"ACTG","326","Cost Accounting","2656","Accounting","44","37","21","6","7","0","0","0","0","0","0","0","0","0","0","3","Hart, Daphne","118"
"ACTG","474","Actg Information Systems","2656","Accounting","24","36","14","4","2","0","0","0","1","0","0","0","0","0","0","5","Gelsomin, Eric","86"
"AH","110","World Hist Art & Built Env I","2910","Art History","129","112","51","10","23","0","0","0","3","0","0","0","0","0","0","18","Harmansah, Omur","346"
"ANTH","237","Human Skeleton","2841","Anthropology","6","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Williams, Sloan R","12"
"ARAB","201","Adv Arabic through Literature","2349","Classics & Mediterran Studies","21","7","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Aburqayeq, Ghassan","30"
"ARAB","270","The Reel Arab","2349","Classics & Mediterran Studies","18","6","3","0","1","0","0","0","0","0","0","0","0","0","0","1","Aburqayeq, Ghassan","29"
"ARCH","553","Architectural Design III","2911","School of Architecture","8","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Kelley, Thomas","20"
"ART","150","Intro to New Media(Major Only)","2583","Art","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Flores, Juan Eduardo","15"
"ART","160","Intro:Digital Photo","2583","Art","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","Grad Asst","40"
"ART","250","Between Worlds: Video Games","2583","Art","6","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","Kelley-Hudgins, Jared Christopher","12"
"ART","260","Digital Photo: Self-Portraits","2583","Art","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MacKenzie-Margulies, Caleb William","20"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","45","11","1","1","1","0","0","0","0","0","0","0","0","0","0","0","Brunlieb, Michael","59"
"BA","190","UIC Business Seminar Program","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","192","0","0","Sanchez, Mayra","192"
"BA","289","Business Internship Prog I","2785","Business Administration Admini","0","0","0","0","0","0","0","0","1","0","0","0","0","91","0","0","Lacy, Virginia","92"
"BA","290","Business Ethics","2785","Business Administration Admini","15","14","2","2","1","0","0","0","0","0","0","0","0","0","0","1","Leahy, Edward","35"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","16","21","1","1","0","0","0","0","0","0","0","0","0","0","0","4","Czart, Margaret B","43"
"BHIS","593","HI Capstone","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","Isola, Miriam L.","13"
"BIOS","120","Populations & Communities","2453","Biological Sciences","305","111","39","6","7","0","0","0","0","0","0","0","0","0","0","11","Molumby, Alan J","479"
"BIOS","184","The Basics of Neuroscience","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","1","Park, Thomas J","16"
"BIOS","272","Comparative Vertebrate Anatomy","2453","Biological Sciences","4","19","20","11","5","0","0","0","0","0","0","0","0","0","0","2","Nelson, Karin Noel","61"
"BIOS","365","Human Ecological Systems","2453","Biological Sciences","20","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Minor, Emily","24"
"BIOS","489","Cell Neurobiology Lab","2453","Biological Sciences","13","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Tchernookova, Boriana Krassimirova","19"
"BIOS","592","Research Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","24","4","0","Stone, David E","28"
"BIOS","594","Intro to Graduate School","2453","Biological Sciences","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Salles, Angeles","14"
"BIOS","594","Practical Biocomputing","2453","Biological Sciences","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Walker, Joseph","11"
"BME","410","Medical Device Requirements","2437","Biomedical Eng - Engineering","18","6","4","0","0","0","0","0","0","0","0","0","0","0","0","1","Browne, Michael Gordon","29"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","17","22","10","3","0","0","0","0","0","0","0","0","0","0","0","0","Savoy, Steven J","52"
"ACTG","392","Data Analytics for Accountants","2656","Accounting","36","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Chen, Jason Victor","60"
"ACTG","494","Anti-Money Laundering","2656","Accounting","25","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Mills, Christopher","41"
"AH","302","Museum & Exhibition Workshop","2910","Art History","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","Reeves, Christopher Matthew","16"
"AH","303","Writing in Art History","2910","Art History","5","4","0","0","0","0","0","0","2","0","0","0","0","0","0","1","Stimson, Blake","12"
"ANTH","217","Intro to Museum Anthropology","2841","Anthropology","8","6","4","1","1","0","0","0","0","0","0","0","0","0","0","0","Johnson, Peri","20"
"ANTH","394","Race, Coloniality, Climate","2841","Anthropology","5","6","2","0","1","0","0","0","1","0","0","0","0","0","0","1","Doane, Molly","16"
"ARCH","105","Architectural Studio 1","2911","School of Architecture","13","62","31","8","7","0","0","0","0","0","0","0","0","0","0","1","Preissner, Paul","122"
"ARCH","414","Contemporary Practices","2911","School of Architecture","4","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Brown, David P","12"
"ARCH","414","Contemporary Practices","2911","School of Architecture","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dunn, Sarah E","13"
"ARCH","520","Topics in Arch Theory","2911","School of Architecture","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ahmed, Zehra Syed","12"
"ART","112","Introduction to Drawing","2583","Art","17","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","20"
"ART","130","Intro to Painting + Color","2583","Art","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","39"
"ART","140","Intro to Sculpture(Major Only)","2583","Art","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Le, Minh Hien","20"
"ART","151","Intro to Creative Coding","2583","Art","8","5","4","0","1","0","0","0","0","0","0","0","0","0","0","2","Beiersdorfer, Crystal Lynn","20"
"ART","160","Intro:Digital Photo(GEN ED)","2583","Art","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Washington, Zuri Aqeela","20"
"ART","170","Introduction to Filmmaking","2583","Art","13","1","1","1","2","0","0","0","0","0","0","0","0","0","0","2","Hutchinson, Zachary Odell","20"
"ART","230","Topics in Painting I","2583","Art","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Patton, Katelyn","20"
"ART","270","Experimental Analog Film","2583","Art","17","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Jorge Baralt, Edgar Daniel","20"
"ASP","081","Workshop for MATH 181 Students","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","1","0","0","0","0","11","1","2","Mankus, Terrance A","15"
"BA","101","Business1st-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","66","5","2","Soriano, Diana Ethel","73"
"BA","420","Professional Presence","2785","Business Administration Admini","34","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Soriano, Diana Ethel","40"
"BCMG","599","PhD Thesis Research","2509","Biochem & Molecular Genetics","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","Caffrey, Michael S","22"
"BHIS","405","Med Sci & Humn Pathophysiology","2318","Biomed & Health Info Sciences","14","18","6","2","0","0","0","0","0","0","0","0","0","0","0","0","Mills, Laura Lynn","40"
"BHIS","410","Hlth Data Struct & Mgmt","2318","Biomed & Health Info Sciences","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Rhodes, Harry","19"
"BHIS","510","Health Care Info Systems","2318","Biomed & Health Info Sciences","11","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Czart, Margaret B","26"
"BIOS","286","Biology of Brain","2453","Biological Sciences","96","69","44","13","6","0","0","0","0","0","0","0","0","0","0","7","Tchernookova, Boriana Krassimirova","235"
"ACTG","210","Intro Financial Accounting","2656","Accounting","40","51","30","12","9","0","0","0","0","0","0","0","0","0","0","5","Das, Somnath","147"
"ACTG","210","Intro Financial Accounting","2656","Accounting","68","90","39","10","6","0","0","0","1","0","0","0","0","0","0","3","Lord Pearson, Eva Marie","217"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","0","0","0","0","0","0","0","0","0","0","166","0","0","0","0","3","Patel, Neel Vasudev","169"
"ACTG","355","Business Law I","2656","Accounting","18","35","32","19","3","0","0","0","0","0","0","0","0","0","0","0","Scully, George","107"
"AH","201","Reading&Writing Art Criticism","2910","Art History","7","17","7","0","4","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","35"
"AH","232","Film History I: 1890-WWII","2492","English","11","7","4","2","1","0","0","0","0","0","0","0","0","0","0","0","Rubin, Martin L.","25"
"AHS","102","Intro Clinical Research","2797","Applied Health Sciences Admin","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","3","Akinola, Olayemi","12"
"AHS","375","Ethics, Law in Health","2797","Applied Health Sciences Admin","66","18","10","2","1","0","0","0","0","0","0","0","0","0","0","4","Jackson, Ann W","101"
"ANTH","238","Biology of Women","2841","Anthropology","10","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Starkweather, Kathrine Elizabeth","15"
"ANTH","243","Archaeology of Buddhism","2841","Anthropology","6","6","4","2","2","0","0","0","0","0","0","0","0","0","0","1","Hendrickson, Mitchel J","21"
"ARAB","101","Elementary Arabic I","2349","Classics & Mediterran Studies","12","5","4","2","0","0","0","0","0","0","0","0","0","0","0","1","Alyassir, Lina","24"
"ARAB","104","Intermediate Arabic II","2349","Classics & Mediterran Studies","15","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Aburqayeq, Ghassan","24"
"ARCH","151","Architecture at Chicago","2911","School of Architecture","42","30","13","9","25","0","0","0","0","0","0","0","0","0","0","1","Becker, Robert D","120"
"ART","140","Introduction to Sculpture","2583","Art","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Mancini, Matthew Henry","20"
"ART","151","Intro to Creative Coding","2583","Art","6","3","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Kelley-Hudgins, Jared Christopher","13"
"ART","160","Intro:Digital Photo-Major Only","2583","Art","14","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Mueller, Eileen","18"
"ART","190","#LoveChicagoArtFollowMe","2583","Art","17","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Majeed, Faheem","19"
"ART","260","Topic in Photo","2583","Art","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Washington, Zuri Aqeela","15"
"ART","275","Topics in Screenwriting","2583","Art","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reeder, Jennifer K","17"
"ART","400","Advanced Critique","2583","Art","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Metzger, Matthew John","12"
"ART","530","Advanced Graduate Critique","2583","Art","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Higgins, Hannah B","16"
"BA","320","Civic Engagement","2785","Business Administration Admini","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lloyd, Anna K","81"
"BA","320","Civic Engagement","2785","Business Administration Admini","87","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Ramos, Norma Elena","90"
"BA","420","Professional Presence","2785","Business Administration Admini","33","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","Lord, Morgan","40"
"BA","494","Global Career Accelerator","2785","Business Administration Admini","37","1","2","0","2","0","0","0","0","0","0","0","0","0","0","1","Rausch, Kyle Curtis","43"
"BCMG","411","Intro to Biochemistry","2509","Biochem & Molecular Genetics","3","14","6","0","0","0","0","0","1","0","0","0","0","0","0","0","Caffrey, Michael S","24"
"BIOS","220","Genetics","2453","Biological Sciences","55","89","96","68","59","0","0","0","3","0","0","0","0","0","0","17","Mc Cutcheon, Suzanne M","387"
"BIOS","326","Embryology Laboratory","2453","Biological Sciences","101","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Bassett, Andrea Louise","114"
"ACTG","446","Federal Income Tax II","2656","Accounting","10","22","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Savoy, Steven J","37"
"ACTG","465","Govt & Non-Profit Actg","2656","Accounting","24","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Chang, Nathan","37"
"AH","100","Intro to Art &Art History","2910","Art History","31","25","19","3","14","0","0","0","0","0","0","0","0","0","0","8","Archias, S Elise","100"
"AH","180","Intro to Museum & Exhibition","2910","Art History","13","10","4","2","6","0","0","0","0","0","0","0","0","0","0","3","Deij Prado, Macarena","38"
"AH","511","Toward New Hist/Art,1960-Prsnt","2910","Art History","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Dubin, Nina","20"
"AHS","375","Ethics, Law in Health","2797","Applied Health Sciences Admin","79","18","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Swirsky, Eric S","100"
"ANTH","100","Human Adventure","2841","Anthropology","63","24","18","13","7","0","0","0","0","0","0","0","0","0","0","7","Bauer, Brian S","132"
"ANTH","105","Human Evolution","2841","Anthropology","152","107","38","5","1","0","0","0","0","0","0","0","0","0","0","4","Sacks, Lita","307"
"ANTH","502","Theory&Method/Archaeology","2841","Anthropology","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Solinis Casparius, Rodrigo","10"
"ARAB","101","Elementary Arabic I","2349","Classics & Mediterran Studies","58","5","3","1","1","0","0","0","0","0","0","0","0","0","0","3","Almahamid, Jumana Mohammed","71"
"ARCH","359","Architectural Technology 1","2911","School of Architecture","21","31","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Torres, Antonio","57"
"ARCH","414","Contemporary Practices","2911","School of Architecture","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Somol, Robert E","15"
"ART","190","Workshops in Social Practice","2583","Art","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reynolds, Laurie Jo","18"
"BA","101","Business First-Year Seminar","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","69","5","0","Soriano, Diana Ethel","74"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","59","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Rodriguez, Paul","61"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Souri, Ranjit J","59"
"BA","420","Professional Presence","2785","Business Administration Admini","38","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Rodriguez, Paul","39"
"BA","494","Career Exploration for BBA","2785","Business Administration Admini","13","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Galeher, Janmarie","19"
"BA","494","Leadership: BBA Online","2785","Business Administration Admini","17","9","1","0","2","0","0","0","0","0","0","0","0","0","0","0","Atchley, Cindy J","29"
"BCMG","594","SpTpc BCMG: Grant Prop Writing","2509","Biochem & Molecular Genetics","10","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Segev, Nava","14"
