"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"HIST","114","Topics in World History","2316","History","11","9","1","0","1","0","0","0","0","0","0","0","0","0","0","2","Chavez, Joaquin M","24"
"HPA","459","Health Inequities in the US","2399","Health Policy & Administration","21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","Samson, Linda F","25"
"IPHS","650","Applied Practice Experience","2592","School of Public Health","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","Peterson, Caryn Elizabeth","39"
"LAW","407","Academic Skills","2984","UIC Law","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Townsend, Calvin Anthony","0"
"LAW","422","LSIII","2984","UIC Law","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bradley, Thomas","13"
"MATH","417","Complex Analysis","2610","Math, Statistics, & Comp Scnc","6","3","4","0","1","0","0","0","0","0","0","0","0","0","0","2","Meyer, McKinley","16"
"MKTG","461","Consumer Behavior","2417","Department of Marketing","3","8","5","4","0","0","0","0","0","0","0","0","0","0","0","1","Moon, Kim","21"
"MKTG","469","Global Marketing","2417","Department of Marketing","11","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","17"
"MKTG","500","Introduction to Marketing","2417","Department of Marketing","58","12","2","0","0","0","0","0","1","0","0","0","0","0","0","1","Karsaklian, Eliane","74"
"AH","201","Reading&Writing Art Criticism","2910","Art History","7","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","10"
"BIOS","343","Animal Physiological Systems","2453","Biological Sciences","10","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Molumby, Alan J","14"
"BLST","103","U.S. Black Politics & Culture","2363","Black Studies","8","8","0","1","2","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","19"
"CELE","606","Research-Medicine","2586","Medicine","0","0","0","0","0","0","0","8","0","0","0","0","0","6","0","0","Thomas, Dorian E","14"
"CHE","312","Transport Phenomena II","2709","Chemical Engrg","7","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","Zalc, Jeffrey","11"
"CHEM","125","Foundations of Chem Inquiry II","2458","Chemistry","18","15","6","0","2","0","0","0","1","0","0","0","0","0","0","8","Stec, Ewa","50"
"CHEM","343","Physical Chemistry Lab","2458","Chemistry","3","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","Papadantonakis, George A","10"
"CI","482","Testing &Instruct:Bilingualism","2783","Curriculum and Instruction","21","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Razfar, Aria","23"
"CLER","620","Medicine","2554","Internal Medicine","0","0","0","0","0","0","0","12","1","0","0","0","0","0","0","0","Fischer, Jacqueline L","13"
"CLER","633","Pediatrics","2339","Pediatrics","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","Thomas, Dorian E","5"
"CLJ","363","Drugs and Addiction in Society","2909","Criminology, Law, and Justice","8","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Gunn, Alana Janell","12"
"CS","211","Programming Practicum","2699","Computer Science","22","14","4","6","2","0","0","0","0","0","0","0","0","0","0","5","Bell, John T","53"
"CS","251","Data Structures","2699","Computer Science","16","15","6","0","6","0","0","0","0","0","0","0","0","0","0","3","Reckinger, Scott J","46"
"CS","401","Computer Algorithms I","2610","Math, Statistics, & Comp Scnc","10","25","25","15","6","0","0","0","0","0","0","0","0","0","0","5","Adrovic, Danko","86"
"DBCS","302","Biomed & Clinical Sciences","2758","Dentistry Administration","35","13","1","0","0","0","0","1","0","0","0","0","0","0","0","0","Odeh, Luma Adnan Abed","50"
"DHD","567","AAC Autism Spectrum Disorder","2871","Disability & Human Development","22","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Bay, Stephanie Vallera","25"
"ECE","341","Probabil &Rand Proc for Engr","2949","Electrical & Computer Engr","4","6","3","4","0","0","0","0","0","0","0","0","0","0","0","2","Yardimci Cetin, Yasemin","19"
"ECON","121","Principles of Macroeconomics","2525","Economics","26","8","2","0","1","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","39"
"EDPS","470","Collective Bargain Pract & Pol","2835","Educational Policy Studies","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Superfine, Benjamin M","11"
"EDPS","535","Human Dvlpmnt for School Ldrs","2621","Educational Psychology","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Humphries, Marisha Lynnette","18"
"EDPS","544","Research Design in EDPS","2835","Educational Policy Studies","10","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","Mayrowetz, David S","15"
"EDPS","568","Education and the Law","2835","Educational Policy Studies","1","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","Mayrowetz, David S","18"
"FIN","510","Investments","2691","Finance","4","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Bakke, Tor-Erik","20"
"HIST","199","Chicago and the World","2316","History","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Davis, Cory A","12"
"IDS","476","Business Forecasting","2672","Information/Decision Sciences","43","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sclove, Stanley L","46"
"IPHS","403","Public Health Systems","2592","School of Public Health","15","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","Chan, Kee","19"
"LAW","408","Legal Writing","2984","UIC Law","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Brown, Jerry Duane","0"
"LAW","408","Legal Writing","2984","UIC Law","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Petrolis, Erin Marie","0"
"BHIS","515","Mgmt Hlth Care Comm Syst","2318","Biomed & Health Info Sciences","49","18","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Garcia, Justina Renee","70"
"BVIS","501","Professional Practices","2318","Biomed & Health Info Sciences","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lebowicz, Leah Amanda","21"
"CELE","602","Anesthesiology","2258","Anesthesiology","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","Nishioka, Hokuto","18"
"CELE","620","How We Die","2857","Medical Education","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Thomas, Dorian E","10"
"CHEM","101","Preparatory Chemistry","2458","Chemistry","6","13","12","3","0","0","0","0","0","0","0","0","0","0","0","3","Hatfield, Rita","37"
"CHEM","123","Foundations of Chem Inquiry I","2458","Chemistry","18","17","18","9","3","0","0","0","0","0","0","0","0","0","0","3","Schroeder, Lianne E","68"
"CHEM","222","Analytical Chemistry","2458","Chemistry","5","6","4","3","1","0","0","0","0","0","0","0","0","0","0","0","Bolotin, Igor L.","19"
"CLER","606","Family Medicine","2675","Family and Community Medicine","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","Hanjrah, Sagina","26"
"CLER","612","Medicine Sub-Internship","2586","Medicine","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","Khan, Asra R","14"
"CLER","621","Family Practice","2254","Family and Community Medicine","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","Zacharias, Amy Lyn","11"
"CLER","631","Obstetrics and Gynecology","2677","Obstetrics & Gynecology","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","Thomas, Dorian E","8"
"CLJ","262","Research Methods II","2909","Criminology, Law, and Justice","8","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","Schuck, Amie","15"
"CME","260","Properties Of Materials","2737","Civil, Matls & Env Engineering","14","7","3","6","0","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","30"
"CME","591","Civil &Material Eng Internship","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Ataei, Hossein","11"
"COMM","100","Human Communication","2493","Communication","9","8","1","0","2","0","0","0","0","0","0","0","0","0","0","3","Quinn, Kelly Ann","23"
"COMM","220","Social Media and Marketing","2493","Communication","19","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Mukherjee, Ishani","29"
"CS","480","Database Systems","2699","Computer Science","12","35","12","2","0","0","0","0","0","0","0","0","0","0","0","1","Riazi, Sara","62"
"DHD","549","3D Printing for Assistive Tech","2871","Disability & Human Development","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hooyenga, Kathy A","22"
"EAES","101","Global Environmental Change","2474","Earth & Environmental Sciences","13","20","4","0","2","0","0","0","0","0","0","0","0","0","0","3","Malone, Andrew","42"
"ECON","120","Principles of Microeconomics","2525","Economics","17","15","10","2","2","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","46"
"ECON","220","Microeconomics","2525","Economics","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Tauras, John Arvydas","13"
"ED","210","Learning and Instruction","2208","Education","13","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Duran, Natural N","18"
"ED","445","Adolescence & Schools","2208","Education","11","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","20"
"EDPS","551","Cycles of Inquiry","2835","Educational Policy Studies","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Allen, Lionel E Jr","16"
"ENGL","160","Academic Writing I","2492","English","7","4","1","1","1","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","16"
"EPSY","382","Child, Family, and Comm","2621","Educational Psychology","20","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","29"
"EPSY","446","Character Early Adolescence","2621","Educational Psychology","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Edgin, Megan Lynn","19"
"EPSY","522","Internship in Early Childhood","2621","Educational Psychology","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Abel, Barbara","14"
"ACTG","445","Federal Income Tax I","2656","Accounting","9","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","Mc Donagh, Eamonn Michael","21"
"BHIS","529","Business Intel & Analytics","2318","Biomed & Health Info Sciences","22","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Isola, Miriam L.","28"
"BIOS","120","Populations & Communities","2453","Biological Sciences","14","11","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Molumby, Alan J","29"
"BIOS","336","Animal Behavior Laboratory","2453","Biological Sciences","6","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Nelson, Karin Noel","17"
"BVIS","504","Visual Storytelling in BVIS","2318","Biomed & Health Info Sciences","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lebowicz, Leah Amanda","19"
"CELE","600","Elective Clerkship","2649","Administration","0","0","0","0","0","0","0","37","0","0","1","0","0","10","0","0","Thomas, Dorian E","48"
"CELE","603","Dermatology - Online","2732","Dermatology","0","0","0","0","0","0","0","0","0","0","6","0","0","64","0","0","Grad Asst","70"
"CHE","313","Transport Phenomena III","2709","Chemical Engrg","8","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Bilgin, Betul","13"
"CHSC","423","Community Health 3","2245","Community Health Sciences","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","McSellers-McCray, Cody Chermel","15"
"CLER","602","Psychiatry","2722","Psychiatry","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","Thomas, Dorian E","42"
"CLER","618","Pediatrics","2821","Pediatrics","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","Kandikattu, Bhavana Thota","14"
"CLER","632","Psychiatry","2307","Psychiatry","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","Thomas, Dorian E","7"
"CLJ","423","Violence","2909","Criminology, Law, and Justice","4","2","3","1","0","0","0","0","1","0","0","0","0","0","0","3","Frohmann, Lisa G","14"
"COMM","250","Social Media and Society","2493","Communication","10","8","5","1","0","0","0","0","0","0","0","0","0","0","0","0","Meraz, Sharon M","24"
"ECE","310","Discrete &Cont Signal&Systms","2949","Electrical & Computer Engr","4","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","Caliskan, Vahe","14"
"ECE","333","Computer Comm Networks I","2949","Electrical & Computer Engr","16","8","3","1","1","0","0","0","0","0","0","0","0","0","0","1","Abu Salah, Lo'Ay Mohammad","30"
"ECON","333","International Economics","2525","Economics","5","7","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","16"
"EDPS","586","Practitioner Inquiry Schl Ldrs","2835","Educational Policy Studies","0","0","0","0","0","0","0","16","0","0","1","0","0","0","0","0","Brekke, Patricia Barrera","17"
"FIN","594","Personal Finance","2691","Finance","30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fuzesi, Barbara","31"
"HIST","105","Global Transformations","2316","History","6","7","0","1","3","0","0","0","0","0","0","0","0","0","0","0","Daly, Jonathan W.","17"
"HIST","235","The Rise and Fall of Communism","2316","History","35","9","2","0","1","0","0","0","1","0","0","0","0","0","0","2","Fidelis, Malgorzata","50"
"HN","594","Adv Tpcs Pediatric Nutrition","2960","Kinesiology and Nutrition","12","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Niewinski, Mary","20"
"IDS","552","Supply Chain Management","2672","Information/Decision Sciences","43","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Liotine, Matthew","47"
"IPHS","594","Liberation Leadership","2592","School of Public Health","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Welter, Christina Rose","15"
"IPHS","650","Applied Practice Experience","2592","School of Public Health","0","0","0","0","0","0","0","16","14","0","0","0","0","5","0","0","Rothstein, Jessica","35"
"JD","494","Health Care Reform ACA","2984","UIC Law","12","12","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Lapin, Howard Bernard","29"
"LAW","422","LSIII","2984","UIC Law","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Rice, Marques L","13"
"MDC","623","Synthesis 5-6","2718","Administration","0","0","0","0","0","0","0","177","0","0","0","0","0","0","0","0","Thomas, Dorian E","177"
"ACTG","210","Intro Financial Accounting","2656","Accounting","8","9","4","1","0","0","0","0","0","0","0","0","0","0","0","1","Magena, Nicholas Karl","23"
"ACTG","500","Intro Financial Actg","2656","Accounting","17","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Atatsi, Joseph","26"
"BHIS","541","Health Data Analytics","2318","Biomed & Health Info Sciences","8","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Krive, Jacob","13"
"BHIS","543","Health Care Project Management","2318","Biomed & Health Info Sciences","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Marcotte, Jill Linda","16"
"BHIS","595","BHIS Seminar","2318","Biomed & Health Info Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","Lebowicz, Leah Amanda","21"
"BIOS","230","Evolution and Ecology","2453","Biological Sciences","9","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Ale, Som Bahadur","15"
"BLST","101","Intro Black Diaspora Studies","2363","Black Studies","22","2","2","0","4","0","0","0","0","0","0","0","0","0","0","0","LaMothe, Mario Jacques","30"
"BME","339","Biostatistics I","2437","Biomedical Eng - Engineering","5","5","0","3","1","0","0","0","0","0","0","0","0","0","0","1","Wang, Zhinan","15"
"CHEM","124","Chemical Dynamics","2458","Chemistry","9","15","18","3","4","0","0","0","1","0","0","0","0","0","0","7","Tripa, Cornel Emil","57"
"CHEM","232","Structure and Function","2458","Chemistry","22","21","24","4","0","0","0","0","0","0","0","0","0","0","0","7","Yermolina, Maria V","78"
"CME","201","Statics","2737","Civil, Matls & Env Engineering","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","1","Peiravian, Farideddin","15"
"COMM","240","Data Journalism","2493","Communication","15","7","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Reilley, Michael","25"
"DBCS","321","Biomed and Clin Sciences III","2758","Dentistry Administration","29","29","4","0","0","0","0","4","0","0","0","0","0","0","0","0","Miloro, Mary Beth","66"
"ECE","340","Electronics I","2949","Electrical & Computer Engr","6","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Metlushko, Vitali V","16"
"ECON","221","Macroeconomics","2525","Economics","3","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","11"
"ED","307","Nature & Practices of Nat Sci","2208","Education","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Nishimura, Marlynne K","11"
"ELSI","049","Live Learn Grow:Learning Track","2692","Tutorium in Intensive English","0","0","0","0","0","0","0","0","0","0","0","0","0","33","2","0","Tatina, Nora","35"
"ENGL","161","Academic Writing II","2492","English","32","11","3","4","7","0","0","0","2","0","0","0","0","0","0","0","Grad Asst","59"
"ENTR","320","Business Internship","2846","Managerial Studies","0","0","0","0","0","0","0","0","0","0","2","0","0","11","0","0","Warner, Tracy L","13"
"ENTR","444","Entrepreneurial Finance BBA","2846","Managerial Studies","9","6","4","1","2","0","0","0","0","0","0","0","0","0","0","1","Porter, Brian Ernst","23"
"EPSY","523","Adv Curriculum & Practice","2783","Curriculum and Instruction","30","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Banzer, David A","36"
"FIN","250","Personal Finance","2691","Finance","25","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","Fuzesi, Barbara","33"
"FIN","500","Intro to Corp Finance","2691","Finance","9","8","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Hu, Xiaoqing","20"
"HIST","104","Modern America","2316","History","37","44","17","2","4","0","0","0","2","0","0","0","0","0","0","1","Schultz, Kevin M","107"
"IDS","400","Programming for Data Science","2672","Information/Decision Sciences","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","11"
"IDS","589","Info Decision Sci Practicum","2672","Information/Decision Sciences","0","0","0","0","0","0","0","0","0","0","50","0","0","12","0","0","Lacy, Virginia","62"
"IPHS","401","Determinants Population Health","2592","School of Public Health","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","1","Shapiro-Berkson, Stephanie B","17"
"IPHS","420","Interprofessional Education","2592","School of Public Health","0","0","0","0","0","0","0","1","0","0","0","0","0","17","0","0","Kapadia, Devangna Alpesh","18"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","15","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Patel, Neel Vasudev","22"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","2","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","Andrews, Dean","10"
"BA","351","Legal Environment of Bus BBA","2785","Business Administration Admini","19","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lum, Jason Kai Ming","21"
"BIOS","104","Biology for Non-majors","2453","Biological Sciences","17","20","1","0","1","0","0","0","0","0","0","0","0","0","0","2","Muller, Michael T","41"
"BVIS","500","BVIS Techniques","2318","Biomed & Health Info Sciences","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cloninger, Kelly Lee","20"
"BVIS","520","Modeling II","2318","Biomed & Health Info Sciences","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cloninger, Kelly Lee","18"
"BVIS","542","Animation II","2318","Biomed & Health Info Sciences","11","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Antia-Obong, Amami Elizabeth","13"
"CD","522","Chicago Charette I","2727","Urban Planning and Policy","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Jackson, April","12"
"CD","523","Chicago Charette II","2727","Urban Planning and Policy","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Jackson, April","12"
"CELE","604","Advanced Emerg Medicine","2498","Emergency Medicine","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","Thomas, Dorian E","7"
"CHEM","122","Matter and Energy","2458","Chemistry","0","3","14","2","3","0","0","0","1","0","0","0","0","0","0","0","Tripa, Cornel Emil","23"
"CHSC","430","Public Health Policy","2245","Community Health Sciences","13","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Cochran, Laura M","20"
"CLER","604","Surgery","2271","Surgery","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","Bartholomew, Amelia M","27"
"CLJ","101","Intro to Crim, Law, & Justice","2909","Criminology, Law, and Justice","10","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","14"
"CME","494","CME Project Financial Mgmt","2737","Civil, Matls & Env Engineering","11","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Ataei, Hossein","17"
"COMM","102","Intro Interpersonal Comm","2493","Communication","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","Page, Janis Teruggi","25"
"CS","391","Computer Science Practicum","2699","Computer Science","0","0","0","0","0","0","0","0","3","0","0","0","0","11","0","0","Troy, Patrick A","14"
