"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"BA","220","Bus Prof Dev II - Bus Scholars","2785","Business Administration Admini","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Souri, Ranjit J","20"
"BA","290","Business Ethics","2785","Business Administration Admini","10","12","8","3","0","0","0","0","0","0","0","0","0","0","0","1","Leahy, Edward","34"
"BA","330","Bus Dec Mkng for BBA Online","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","Adams, Vangeliya Pavlova","57"
"BA","420","Professional Presence","2785","Business Administration Admini","25","5","4","3","1","0","0","0","0","0","0","0","0","0","0","1","Anderson, Stephanie Leigh","39"
"BA","494","Strat Analys & Rprt for BBA","2785","Business Administration Admini","3","8","7","5","2","0","0","0","0","0","0","0","0","0","0","3","Porter, Brian Ernst","28"
"BHIS","461","Info Systems for HIM","2318","Biomed & Health Info Sciences","1","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","Williams, Felecia Altevet","20"
"BHIS","540","Essentials Hlth Data Science","2318","Biomed & Health Info Sciences","23","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Krive, Jacob","30"
"BIOS","286","Biology of Brain","2453","Biological Sciences","63","56","33","6","9","0","0","0","0","0","0","0","0","0","0","2","Tchernookova, Boriana Krassimirova","169"
"ACTG","315","Intermediate Financial Actg I","2656","Accounting","7","9","11","3","0","0","0","0","0","0","0","0","0","0","0","1","Pandit, Shailendra","31"
"ACTG","355","Business Law I","2656","Accounting","15","7","11","4","2","0","0","0","0","0","0","0","0","0","0","1","Leahy, Edward","40"
"ACTG","485","Valuation","2656","Accounting","15","18","7","0","0","0","0","0","0","0","0","0","0","0","0","2","McLaughlin, Michael Patrick","42"
"AH","140","World Arch, Climate, & Ecology","2910","Art History","17","12","11","1","2","0","0","0","2","0","0","0","0","0","0","4","Harmansah, Omur","49"
"AH","180","Intro to Museum & Exhibition","2910","Art History","27","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","Stewart, Lorelei","31"
"AH","206","Museum & Exhibition in Motion","2910","Art History","22","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Reeves, Christopher Matthew","27"
"AHS","330","Phys and Mental Hlth in Rehab","2797","Applied Health Sciences Admin","20","7","2","0","2","0","0","0","0","0","0","0","0","0","0","2","Schwartz, Orit","33"
"AHS","375","Ethics, Law in Health","2797","Applied Health Sciences Admin","66","23","8","0","0","0","0","0","1","0","0","0","0","0","0","2","Swirsky, Eric S","100"
"ANTH","217","Chicago Ethnic Heritage Sites","2841","Anthropology","4","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Johnson, Peri","13"
"ARAB","102","Elementary Arabic II","2349","Classics & Mediterran Studies","11","6","5","0","0","0","0","0","0","0","0","0","0","0","0","1","Alyassir, Lina","23"
"ARAB","104","Intermediate Arabic II","2349","Classics & Mediterran Studies","20","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Babiker, Mariam","24"
"ARCH","544","Professional Practices","2911","School of Architecture","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","Hanahan, Michael","15"
"ART","112","Introduction to Drawing","2583","Art","62","14","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Grad Asst","80"
"ART","160","Intro to Digital Photo(GEN ED)","2583","Art","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Malagrino, Silvia A","12"
"ART","160","Intro:Digital Photo(Major only","2583","Art","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Washington, Zuri Aqeela","19"
"ART","210","Learning in Art Education","2583","Art","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Hill Fitzgerald, Andrea","10"
"ART","372","Radical Drabble: Filmmaking","2583","Art","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Reeder, Jennifer K","21"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","110","5","2","1","1","0","0","0","0","0","0","0","0","0","0","1","Soriano, Diana Ethel","120"
"BA","220","Business Prof Dev II","2785","Business Administration Admini","84","10","3","0","2","0","0","0","0","0","0","0","0","0","0","0","Brunlieb, Michael","99"
"BA","320","Civic Engagement","2785","Business Administration Admini","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Walthall, Mary","48"
"BA","320","Civic Engagement","2785","Business Administration Admini","79","11","2","0","1","0","0","0","2","0","0","0","0","0","0","0","Wilson, Jeffrey Crossen","95"
"BA","420","Professional Presence","2785","Business Administration Admini","35","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Rodriguez, Paul","39"
"BHIS","406","Medical Terminology for HIM","2318","Biomed & Health Info Sciences","103","48","11","0","0","0","0","0","2","0","0","0","0","0","0","1","Mills, Laura Lynn","165"
"BHIS","570","Human Factors and Cognition","2318","Biomed & Health Info Sciences","9","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","Papautsky, Elizabeth","13"
"BHIS","575","App Stats Hlth Data Science","2318","Biomed & Health Info Sciences","25","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Velebit, Milan","30"
"BIOS","222","Cell Biology","2453","Biological Sciences","99","58","21","6","5","0","0","0","0","0","0","0","0","0","0","3","Dubreuil, Ronald R.","192"
"BIOS","236","Animal Behavior","2453","Biological Sciences","11","27","16","7","2","0","0","0","0","0","0","0","0","0","0","3","Nelson, Karin Noel","66"
"ACTG","493","Actg Cases Research & Analysis","2656","Accounting","37","60","22","2","1","0","0","0","0","0","0","0","0","0","0","2","Balachandran, Sudhakar V","124"
"AHS","365","Measurement in Rehab","2797","Applied Health Sciences Admin","9","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Akinola, Olayemi","20"
"ANAT","443","Clinical Anatomy","2387","Anatomy and Cell Biology","23","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Savakova, Denitsa","29"
"ARAB","104","Intermediate Arabic II","2349","Classics & Mediterran Studies","20","14","4","4","0","0","0","0","0","0","0","0","0","0","0","1","Alyassir, Lina","43"
"ARAB","105","Modern Arab Culture","2349","Classics & Mediterran Studies","13","4","5","0","1","0","0","0","0","0","0","0","0","0","0","3","Aburqayeq, Ghassan","26"
"ARCH","573","Architectural Structures I","2911","School of Architecture","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mojekwu, Eugene Chukwunonso","11"
"ART","150","Intro:New Media(Major only)","2583","Art","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","Kelley-Hudgins, Jared Christopher","13"
"ART","151","Intro to Creative Coding","2583","Art","8","6","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Moreno, Sal","16"
"ART","160","Intro to Digital Photo","2583","Art","32","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Choi, Inseok","40"
"ART","160","Intro to Digital Photo(GEN ED)","2583","Art","17","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Taves, Amanda Marie","20"
"ART","210","Learning in Art Education","2583","Art","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Estrada, William","14"
"ART","312","Topics in Drawing II","2583","Art","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Peterman, Dan","20"
"ASP","085","Boosting Academic Success","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","2","Mann, Jon","14"
"ASP","096","Independent Study","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","20","0","0","22","2","1","Ramirez, Elizabeth","45"
"BA","200"," Managerial Communication","2785","Business Administration Admini","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Wang, Jie","17"
"BA","420","Professional Presence","2785","Business Administration Admini","14","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Wilson, Jeffrey Crossen","18"
"BHIS","460","Intro to Hlth Informatics","2318","Biomed & Health Info Sciences","22","15","1","1","1","0","0","0","0","0","0","0","0","0","0","1","Williams, Felecia Altevet","41"
"BIOS","102","Bio Sci First-Year Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","37","6","1","Falk, Patrick Joseph","44"
"BIOS","110","Biol of Cells & Organisms","2453","Biological Sciences","122","171","48","12","13","0","0","0","0","0","0","0","0","0","0","14","Shingleton, Alexander","380"
"BIOS","230","Evolution and Ecology","2453","Biological Sciences","19","29","26","6","5","0","0","0","0","0","0","0","0","0","0","8","Nelson, Karin Noel","93"
"BIOS","331","Ecology Laboratory","2453","Biological Sciences","72","14","6","0","2","0","0","0","0","0","0","0","0","0","0","1","Ale, Som Bahadur","95"
"BIOS","343","Animal Physiological Systems","2453","Biological Sciences","106","43","29","4","5","0","0","0","0","0","0","0","0","0","0","7","Daemicke Hansen, Alexandra Kristin","194"
"BIOS","386","Neurobiology Seminar","2453","Biological Sciences","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","16"
"BIOS","391","Independent Study","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","Hampton-Marcell, Jarrad Timothy","13"
"BIOS","454","Biochemistry II","2453","Biological Sciences","15","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Rosenhouse-Dantsker, Avia","24"
"BIOS","480","Intro to Biostatistics with R","2453","Biological Sciences","15","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Nunez Mir, Gabriela","28"
"BIOS","592","Research Seminar","2453","Biological Sciences","0","0","0","0","0","0","0","0","0","0","0","0","0","29","1","0","Orenic, Teresa Vales","30"
"ACTG","210","Intro to Fin Actg","2656","Accounting","35","50","10","5","7","0","0","0","0","0","0","0","0","0","0","1","Savoy, Steven J","108"
"ACTG","210","Intro to Fin Actg","2656","Accounting","59","28","13","3","2","0","0","0","0","0","0","0","0","0","0","1","Zufarov, Rustam","106"
"AH","100","Intro to Art &Art History","2910","Art History","31","17","14","6","7","0","0","0","0","0","0","0","0","0","0","4","Grad Asst","79"
"AH","111","World Hist Art & Built Env II","2910","Art History","104","61","43","25","46","0","0","0","1","0","0","0","0","0","0","20","Stimson, Blake","300"
"ANTH","101","World Cultures","2841","Anthropology","49","38","17","5","15","0","0","0","0","0","0","0","0","0","0","6","Mouftah, Nermeen","130"
"ANTH","217","Anthropology of Islam","2841","Anthropology","6","3","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Mouftah, Nermeen","12"
"ANTH","420","How Museums Work","2841","Anthropology","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Parkinson, William Arthur","11"
"ARCH","106","Architectural Studio 2","2911","School of Architecture","30","36","17","6","2","0","0","0","0","0","1","0","0","0","0","1","Preissner, Paul","93"
"ART","151","Intro to Creative Coding","2583","Art","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Johnson, Garrett Laroy","16"
"ART","240","Sulpt:Building on your Process","2583","Art","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Majeed, Faheem","21"
"ART","382","THINKING IS MAKING","2583","Art","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Young, Nathaniel James","19"
"ASP","085","Boosting Academic Success","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","13","4","2","Baniasad, Bahar","19"
"ASP","096","Independent Study","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","1","0","0","0","0","24","0","1","Mobley, Marcus","26"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","43","11","3","1","1","0","0","0","0","0","0","0","0","0","0","0","Anderson, Stephanie Leigh","59"
"BA","190","Seminar for Bus Scholars","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","0","0","0","155","0","1","Sanchez, Mayra","156"
"BA","299","CBA Study Abroad","2785","Business Administration Admini","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","Sady, Elizabeth Virginia","12"
"BA","300","Adv Mgrl Comm for BBA Online","2785","Business Administration Admini","23","25","8","1","1","0","0","0","0","0","0","0","0","0","0","1","Atchley, Cindy J","59"
"BA","420","Professional Presence","2785","Business Administration Admini","12","5","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Brunlieb, Michael","20"
"BA","494","Career Exploration BBA Online","2785","Business Administration Admini","9","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Galeher, Janmarie","16"
"BHIS","499","Info Sources in BHIS","2318","Biomed & Health Info Sciences","8","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Mills, Laura Lynn","16"
"BHIS","522","Mobile Health Informatics","2318","Biomed & Health Info Sciences","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Zalake, Mohan","14"
"BHIS","554","HI Business Intelligence","2318","Biomed & Health Info Sciences","12","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Shah, Sanket","19"
"BIOS","120","Populations & Communities","2453","Biological Sciences","125","73","44","5","4","0","0","0","0","0","0","0","0","0","0","5","Ale, Som Bahadur","256"
"BIOS","310","Genetics Laboratory","2453","Biological Sciences","57","53","32","15","1","0","0","0","0","0","0","0","0","0","0","0","Chong, Jer Pin","158"
"BIOS","452","Biochemistry I","2458","Chemistry","10","7","2","2","1","0","0","0","0","0","0","0","0","0","0","0","Ondrus, Alison E","22"
"BLST","100","Introduction to Black Studies","2363","Black Studies","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","Grad Asst","18"
"BLST","258","Race and Urban Life","2363","Black Studies","4","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Johnson, Cedric","11"
"BME","102","Biomed Eng Freshman Seminar","2437","Biomedical Eng - Engineering","0","0","0","0","0","0","0","0","0","0","0","0","0","59","1","0","Shokuhfar, Tolou","60"
"ACTG","210","Intro to Fin Actg","2656","Accounting","29","44","16","13","5","0","0","0","0","0","0","0","0","0","0","5","Lord Pearson, Eva Marie","112"
"ACTG","445","Federal Income Tax I","2656","Accounting","23","45","16","1","0","0","0","0","0","0","0","0","0","0","0","2","Vernon, Mary","87"
"AH","160","Trends in Contemp Art","2910","Art History","8","7","2","1","3","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","21"
"AHS","200","Intro Integrated Health","2797","Applied Health Sciences Admin","38","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Alve, Mohammad Yeasir Arafat","45"
"ANTH","100","Human Adventure","2841","Anthropology","6","5","1","3","0","0","0","0","0","0","0","0","0","0","0","2","Roosevelt, Anna C","17"
"ARCH","466","Advanced Topic Studio 2","2911","School of Architecture","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Calabro, Vincent","11"
"ARCH","466","Advanced Topic Studio 2","2911","School of Architecture","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kelley, Thomas","11"
"ARCH","466","Advanced Topic Studio 2","2911","School of Architecture","3","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Wheeler, Daniel H","12"
"ARCH","554","Architectural Design IV","2911","School of Architecture","6","11","0","0","0","0","0","0","3","0","0","0","0","0","0","0","Somol, Robert E","20"
"ARCH","586","Arch Theory & History IV","2911","School of Architecture","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ahmed, Zehra Syed","12"
"ART","130","Intro to Painting + Color","2583","Art","34","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","Grad Asst","39"
"ART","130","Intro to Painting(Major only)","2583","Art","7","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Metzger, Matthew John","13"
"ART","597","Master's Project","2583","Art","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","Young, Nathaniel James","10"
"BA","320","Civic Engagement","2785","Business Administration Admini","49","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Griffin, Dionna","50"
"BA","420","Professional Presence","2785","Business Administration Admini","33","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Lord, Morgan","39"
"BHIS","437","Health Care Data","2318","Biomed & Health Info Sciences","7","50","4","2","1","0","0","0","0","0","0","0","0","0","0","2","Czart, Margaret B","66"
"BHIS","525","Social&Org Issues in Hlth Info","2318","Biomed & Health Info Sciences","18","24","1","1","0","0","0","0","1","0","0","0","0","0","0","2","Lui, Dick Ray","47"
"BIOS","286","Biology of Brain","2453","Biological Sciences","32","38","9","2","3","0","0","0","0","0","0","0","0","0","0","9","Gong, Liang-Wei","93"
"BIOS","321","Developmental  Biology Lab","2453","Biological Sciences","8","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Mc Cutcheon, Suzanne M","14"
"BIOS","326","Embryology Laboratory","2453","Biological Sciences","114","17","3","0","0","0","0","0","0","0","0","0","0","0","0","3","Bassett, Andrea Louise","137"
"BIOS","450","Advanced Microbiology","2453","Biological Sciences","2","2","3","1","2","0","0","0","0","0","0","0","0","0","0","2","Poretsky, Rachel S","12"
"BIOS","482","Mol and Dev Neurobiology Lab","2453","Biological Sciences","20","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Chang, Chieh","24"
"BME","310","Biosystems Analysis","2437","Biomedical Eng - Engineering","9","6","5","5","1","0","0","0","0","0","0","0","0","0","0","1","Felder, Anthony E","27"
"BME","332","Bioinstrumentation I","2437","Biomedical Eng - Engineering","13","17","15","2","0","0","0","0","1","0","0","0","0","0","0","2","Papautsky, Ian","50"
"BME","408","Medical Product Development","2437","Biomedical Eng - Engineering","28","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Layton, Terry N","37"
"BME","564","Adv Biomaterials for Implants","2437","Biomedical Eng - Engineering","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Shokuhfar, Tolou","30"
"BVIS","522","Illustration Techniques","2318","Biomed & Health Info Sciences","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bond, Samantha G","17"
"ACTG","210","Intro Financial Accounting","2656","Accounting","48","37","6","7","3","0","0","0","0","0","0","0","0","0","0","0","Lord Pearson, Eva Marie","101"
"ACTG","210","Intro Financial Accounting","2656","Accounting","20","17","9","2","3","0","0","0","0","0","0","0","0","0","0","0","Zufarov, Rustam","51"
"ACTG","210","Intro to Fin Actg","2656","Accounting","11","23","5","1","5","0","0","0","0","0","0","0","0","0","0","3","McLaughlin, Michael Patrick","48"
"ACTG","211","Intro Managerial Accounting","2656","Accounting","93","39","10","3","1","0","0","0","0","0","0","0","0","0","0","0","Patel, Neel Vasudev","146"
"ACTG","456","Business Law II","2656","Accounting","5","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","Leahy, Edward","10"
"AH","122","Chicago Architecture","2910","Art History","8","13","9","0","0","0","0","0","0","0","0","0","0","0","0","5","Grad Asst","35"
"AH","130","Photography in History","2910","Art History","7","3","2","4","0","0","0","0","0","0","8","0","0","0","0","1","Grad Asst","25"
"AH","205","Roman Art and Archaeology","2349","Classics & Mediterran Studies","6","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Ros, Karen E","10"
"AH","233","Film History II: WWII-Present","2492","English","7","5","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Rubin, Martin L.","16"
"AH","260","European Art 1750 to 1900","2910","Art History","6","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","Dubin, Nina","18"
"AHS","200","Intro Integrated Health","2797","Applied Health Sciences Admin","135","11","0","1","1","0","0","0","0","0","0","0","0","0","0","2","Kieso, Tiana Al-Aswad","150"
"AHS","393","Synthesis in Health &Rehab Sci","2797","Applied Health Sciences Admin","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Rodriguez, Vanessa","14"
"ANTH","262","Gen,Race,Sexuality,Health","2369","Gender and Women's Studies","8","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Reddy, Gayatri","13"
"ARAB","102","Elementary Arabic II","2349","Classics & Mediterran Studies","15","6","1","0","1","0","0","0","0","0","0","0","0","0","0","1","Babiker, Mariam","24"
"ARCH","206","Architectural Studio 4","2911","School of Architecture","10","25","23","3","2","0","0","0","0","0","0","0","0","0","0","1","Materia, Barbara","64"
"ARCH","252","Modern Architecture","2911","School of Architecture","13","28","25","7","5","0","0","0","0","0","0","0","0","0","0","1","Marullo, Francesco","79"
"ARCH","360","Architectural Technology 2","2911","School of Architecture","21","47","11","0","0","0","0","0","0","0","1","0","0","0","0","0","McNeil, Spencer G","80"
"ARCH","366","Architectural Studio 6","2911","School of Architecture","15","45","16","5","1","0","0","0","0","0","0","0","0","0","0","0","Bair, Kelly","82"
"ARCH","466","Advanced Topic Studio 2","2911","School of Architecture","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dunn, Sarah E","12"
"ARCH","552","Archtectural Design II","2911","School of Architecture","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Torres, Antonio","12"
"ARCH","555","Design Development","2911","School of Architecture","1","18","0","0","0","0","0","0","1","0","0","0","0","0","0","1","Dunn, Sarah E","21"
"ART","170","Intro Filmmaking(Major only)","2583","Art","13","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Mackenzie, Kera Krystine","17"
"ART","360","ADV Photo:  I.I.I.","2583","Art","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Malagrino, Silvia A","17"
"ASP","081","Workshop for MATH 181 Students","2923","Academic Center for Excellence","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","1","Mankus, Terrance A","16"
"BA","100","Intro to Prof Dev","2785","Business Administration Admini","32","4","3","0","0","0","0","0","0","0","0","0","0","0","0","1","Griffin, Dionna","40"
"BA","200","Managerial Communication","2785","Business Administration Admini","54","29","4","0","0","0","0","0","0","0","0","0","0","0","0","2","Banks, Jacinta","89"
"BA","420","Professional Presence","2785","Business Administration Admini","15","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","Soriano, Diana Ethel","19"
"ACTG","326","Cost Accounting","2656","Accounting","19","15","16","1","0","0","0","0","0","0","1","0","0","0","0","3","Kirschenheiter, Michael","55"
"ACTG","435","Auditing","2656","Accounting","21","34","23","0","0","0","0","0","1","0","0","0","0","0","0","1","Judd, Joshua Scott","80"
"ACTG","470","Ethical Environment Business","2656","Accounting","23","26","13","2","1","0","0","0","4","0","0","0","0","0","0","3","Scully, George","72"
"ACTG","476","Enterprise Acctng Systems","2656","Accounting","3","7","3","4","1","0","0","0","0","0","0","0","0","0","0","0","Kupchek, Michael J","18"
"AH","150","Art and Money","2910","Art History","2","8","1","1","0","0","0","0","0","0","0","0","0","0","0","7","Dubin, Nina","19"
"AH","201","Reading&Writing Art Criticism","2910","Art History","15","20","2","0","0","0","0","0","2","0","0","0","0","0","0","0","Triantafillou, Eric","39"
"AH","236","History of Design II","2895","School of Design","5","4","1","1","0","0","0","0","0","0","0","0","0","0","0","1","Brown, Jefferson Dakota","12"
"AH","460","Global Modernisms","2910","Art History","12","0","1","0","0","0","0","0","3","0","0","0","0","0","0","1","Baker, Marissa H","17"
"AHS","325","Rehab Case Management","2797","Applied Health Sciences Admin","22","5","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Schwartz, Orit","30"
"AHS","393","Synthesis in Health &Rehab Sci","2797","Applied Health Sciences Admin","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Kieso, Tiana Al-Aswad","23"
"AHS","402","Inter-professional Seminar","2797","Applied Health Sciences Admin","24","13","4","1","0","0","0","0","0","0","0","0","0","0","0","0","Wescott, Jennifer J","42"
"ANTH","100","Human Adventure","2841","Anthropology","42","48","52","30","37","0","0","0","0","0","0","0","0","0","0","15","Bauer, Brian S","224"
"ANTH","102","Intro to Archaeology","2841","Anthropology","223","49","10","7","3","0","0","0","1","0","0","0","0","0","0","7","LaMotta, Vincent","300"
"ANTH","105","Human Evolution","2841","Anthropology","96","79","32","3","3","0","0","0","0","0","0","0","0","0","0","7","Sacks, Lita","220"
"ANTH","227","Anc Civ Mex and Cent Amer","2841","Anthropology","4","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","Solinis Casparius, Rodrigo","11"
"ANTH","309","Writing Culture","2841","Anthropology","8","4","2","0","4","0","0","0","0","0","0","0","0","0","0","0","Hendrickson, Mitchel J","18"
"ARAB","102","Elementary Arabic II","2349","Classics & Mediterran Studies","18","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Aburqayeq, Ghassan","24"
"ARCH","499","Special Topics","2911","School of Architecture","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","Kelley, Jayne E","15"
"ARCH","562","Architectural Technology II","2911","School of Architecture","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Wheeler, Daniel H","12"
"ART","101","Signifying Practices","2583","Art","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Reeder, Jennifer K","14"
"ART","170","Introduction to  Filmmaking","2583","Art","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Grad Asst","20"
